what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908109437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908124453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908151093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908153125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347908190531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908193281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908195359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347908200421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347908204093
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347908205031
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347908210984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347908216281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908218234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908222906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908224203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908227468
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347908228937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908373062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908964078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908970312
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347908993218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909009187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909086765
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909087359
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909087453
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909090156
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909091593
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909092984
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347909095390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909099531
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909112437
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909112562
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909112656
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347909113421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909115968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909124531
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909124656
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909124718
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347909125000
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909128500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909137984
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909138125
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909138203
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909139812
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909141062
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909141484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909147750
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909150062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909157218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909158640
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347909182953
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347909208468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909210156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909210390
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347909220671
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347909241968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909242968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909243765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347909248500
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347909251546
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347909289625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347909295187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909298250
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909300234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909304656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909306125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909308578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909313796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909331687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909333906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909356703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909360406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909360937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909362843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347909375390
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909377890
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909377890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909380484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909382375
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909383390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909386265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909407640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909410078
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909428640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909430859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347909441515
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909443234
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347909443234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909445343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909448765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909450093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909454921
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347909457968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909465984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909466796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909469781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909489828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909499515
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909564093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909566468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909567406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347909570218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921444062
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921448046
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921450734
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921451750
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921452703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921464078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921471156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921471765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921479281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347921566093
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347921572046
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921573453
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921573562
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921575625
closed,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921575625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347921585187
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347921591750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921592734
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921592984
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347921608625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347921609359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347921611750
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921615031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921626265
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921627515
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921629187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347921631640
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347921632328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347921633359
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347921660421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921661625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921661875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347921678796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347921680796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347921683781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921685890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347921689109
