what,kind,bundleId,bundleVersion,description,time
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904172421
executed,command,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"org.eclipse.shortcut.scala.run",1347904177000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904199828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904297718
executed,command,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"org.eclipse.shortcut.scala.run",1347904301125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904308296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904317968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904319218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904321796
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904329296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904336968
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904338359
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347904341328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904346093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904367593
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904367671
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904367734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904372500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904380781
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904382687
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904384265
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904386093
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904389046
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904389578
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904392312
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904393421
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904395718
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904397375
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904410296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904424140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904425109
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904431218
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904432343
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904442984
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904444078
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904449359
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904451765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904453890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904458625
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904460046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904476546
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904500578
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904501968
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904502859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904504843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904525640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904527828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904537625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904543125
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904552796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904554187
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904566328
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904569953
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904588062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904589359
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347904590062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904603906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904606625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904655718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904656437
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904661625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904667234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904670843
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904683140
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904685937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904692890
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904694078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904706765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904862390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347904864531
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347904870015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347904917625
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347904918687
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905011015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905072781
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905073015
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905102906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905104265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905125250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905142406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905173093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905174296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905181640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905183562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905197484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905201765
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905233375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905235015
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905293890
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905308031
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905309750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905317984
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905318656
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905320890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905331406
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905336390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905343531
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905344125
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905356250
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905364390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905398343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905402203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905448062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905451296
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905455703
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905456515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905461796
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905474593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905474796
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905525921
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905577046
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905579859
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905580390
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347905582296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905595234
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905596906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905597656
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905600171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905601890
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905611234
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905616078
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905622781
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905623000
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905623062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905625687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905631203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905632375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905645031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905645906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905674281
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905676421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347905680296
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905680750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347905683328
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347905698734
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347905699515
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905705781
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905707125
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905708453
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905714671
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905716906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905742437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905745343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905790140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905792859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905794703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905796375
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347905838500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347905839140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347905847671
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905849765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905859843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905860296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905878484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905880000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905882218
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905887187
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905900359
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905904203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905907343
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905907546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905915312
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1347905916937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905922203
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905923390
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905929453
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905934625
opened,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905934859
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905934937
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905936375
activated,editor,org.scala-ide.sdt.core,2.0.2.v-2_09-201207120929-81d0972,"scala.tools.eclipse.ScalaSourceFileEditor",1347905937718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905939546
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905941828
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905942937
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905945171
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905946343
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905947031
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905947281
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905947406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905947765
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905963781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905964593
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347905996609
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906026156
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906027937
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906049640
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906050953
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906076234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906076859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906082609
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906084125
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1347906143843
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906145468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906146500
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906153281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906154437
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906160859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906161093
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906165984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906166203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906168062
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906169203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906173234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906209390
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906210000
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906215281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906230109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906234046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906236156
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906250484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906255093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906256406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906256906
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906273296
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906275000
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906277109
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906278468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906299906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906325468
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906326281
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906326843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906329734
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906330843
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906333421
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906334046
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906334828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906350046
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906352375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906357468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906364859
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906367187
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906398109
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906398781
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906415093
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906415328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906476437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906478718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1347906491828
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906494234
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1347906495531
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906535218
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906535421
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1347906549406
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906555140
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906555875
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906556265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906560640
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906561296
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1347906563375
